,tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,stage,jpg_url,p1_conf,p2_conf,p3_conf,Breed_dog,retweet_count,favorite_count
16,888202515573088257,2017-07-21 01:02:36+00:00,Twitter for iPhone,RT @dog_rates: This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,None,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,0.809197,0.05495,0.0389148,Pembroke,,
17,888078434458587136,2017-07-20 16:49:33+00:00,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,None,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,0.995026,0.000931908,0.000903211,French_bulldog,3653.0,22201.0
18,887705289381826560,2017-07-19 16:06:48+00:00,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,None,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,0.821664,0.0875815,0.026236400000000003,basset,5609.0,30779.0
19,887473957103951883,2017-07-19 00:47:34+00:00,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,None,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,0.809197,0.05495,0.0389148,Pembroke,18781.0,69871.0
20,886983233522544640,2017-07-17 16:17:36+00:00,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,None,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,0.793469,0.143528,0.0322529,Chihuahua,8084.0,35859.0
21,886736880519319552,2017-07-16 23:58:41+00:00,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,None,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,0.309706,0.186136,0.08634630000000001,kuvasz,3443.0,12306.0
22,886680336477933568,2017-07-16 20:14:00+00:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,None,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,0.738995,0.139952,0.0441727,None,4610.0,22798.0
23,886366144734445568,2017-07-15 23:25:31+00:00,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,0.999201,0.000361178,7.55616e-05,French_bulldog,3316.0,21524.0
24,886258384151887873,2017-07-15 16:17:19+00:00,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,None,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,0.943575,0.0252856,0.00284892,pug,6523.0,28469.0
25,885984800019947520,2017-07-14 22:10:11+00:00,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,None,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,0.972494,0.00663012,0.00623915,Blenheim_spaniel,7097.0,33382.0
26,885528943205470208,2017-07-13 15:58:47+00:00,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,None,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,0.369275,0.265835,0.134697,pug,6683.0,36689.0
27,885311592912609280,2017-07-13 01:35:06+00:00,Twitter for iPhone,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,"https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1",13,10,Lilly,None,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,0.908703,0.0570909,0.0119335,Labrador_retriever,19297.0,0.0
28,884925521741709313,2017-07-12 00:01:00+00:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,None,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,0.259916,0.198451,0.127725,Italian_greyhound,16439.0,68152.0
29,884876753390489601,2017-07-11 20:47:12+00:00,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,None,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,0.822103,0.106075,0.0373485,chow,6096.0,28514.0
30,884562892145688576,2017-07-11 00:00:02+00:00,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,None,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,0.5464060000000001,0.404291,0.0440019,pug,5100.0,24765.0
31,884162670584377345,2017-07-09 21:29:42+00:00,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,0.707046,0.199396,0.0491476,German_shepherd,3128.0,20771.0
32,883838122936631299,2017-07-09 00:00:04+00:00,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,None,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,0.610946,0.299603,0.0630203,Doberman,3586.0,22349.0
33,883482846933004288,2017-07-08 00:28:19+00:00,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,None,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,0.943082,0.032409,0.00550072,golden_retriever,10407.0,46860.0
34,883360690899218434,2017-07-07 16:22:55+00:00,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,0.987997,0.00709872,0.00214033,chow,3825.0,22986.0
35,882992080364220416,2017-07-06 15:58:11+00:00,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,None,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,0.466778,0.406044,0.07341439999999999,Eskimo_dog,4122.0,24445.0
36,882762694511734784,2017-07-06 00:46:41+00:00,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,0.85005,0.074257,0.015579399999999997,Labrador_retriever,5134.0,28903.0
37,882627270321602560,2017-07-05 15:48:34+00:00,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,None,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,0.542982,0.251988,0.107699,Pembroke,6342.0,28382.0
38,882268110199369728,2017-07-04 16:01:23+00:00,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,None,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,0.762211,0.0989849,0.0171995,golden_retriever,12118.0,45880.0
39,882045870035918850,2017-07-04 01:18:17+00:00,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,None,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,0.949591,0.0173258,0.00694063,golden_retriever,5203.0,29900.0
40,881906580714921986,2017-07-03 16:04:48+00:00,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,None,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,0.291539,0.278966,0.12701700000000002,Weimaraner,3533.0,24773.0
41,881666595344535552,2017-07-03 00:11:11+00:00,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,None,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,0.529012,0.25000300000000003,0.16073900000000002,Saluki,11099.0,51522.0
42,881268444196462592,2017-07-01 21:49:04+00:00,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,None,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,0.473303,0.245646,0.0556607,None,5358.0,23501.0
43,880935762899988482,2017-06-30 23:47:07+00:00,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,None,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,0.251801,0.115123,0.0695338,None,2886.0,17346.0
44,880465832366813184,2017-06-29 16:39:47+00:00,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,None,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,0.913255,0.0263286,0.00937082,golden_retriever,6546.0,29075.0
45,880221127280381952,2017-06-29 00:27:25+00:00,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,None,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,0.238525,0.104256,0.0525803,Chihuahua,4436.0,27640.0
46,879862464715927552,2017-06-28 00:42:13+00:00,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,None,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,0.813507,0.146654,0.00948502,basset,3642.0,22667.0
47,879492040517615616,2017-06-27 00:10:17+00:00,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,None,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,0.479896,0.124353,0.0733202,German_short-haired_pointer,3323.0,23822.0
48,879415818425184262,2017-06-26 19:07:24+00:00,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,None,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,0.383404,0.134967,0.110481,English_springer,45849.0,107956.0
49,879376492567855104,2017-06-26 16:31:08+00:00,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,None,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,0.663601,0.0334961,0.0188266,Labrador_retriever,3261.0,17099.0
50,879050749262655488,2017-06-25 18:56:45+00:00,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,None,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,0.311861,0.169123,0.132932,None,4941.0,23022.0
51,879008229531029506,2017-06-25 16:07:47+00:00,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,None,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,0.960513,0.00943065,0.0087113,vizsla,2812.0,19317.0
52,878776093423087618,2017-06-25 00:45:22+00:00,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,Snoopy,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,0.734684,0.15048699999999998,0.0397246,Italian_greyhound,4319.0,19763.0
53,878281511006478336,2017-06-23 16:00:04+00:00,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,None,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,0.32042,0.215975,0.12850699999999998,basset,1349.0,7913.0
54,878057613040115712,2017-06-23 01:10:23+00:00,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,None,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,0.839097,0.07879939999999999,0.0152434,French_bulldog,7181.0,42876.0
55,877736472329191424,2017-06-22 03:54:17+00:00,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13,10,Aja,None,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,0.8379559999999999,0.0620342,0.0405991,Chesapeake_Bay_retriever,17300.0,71144.0
56,877556246731214848,2017-06-21 15:58:08+00:00,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12,10,Penny,None,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,0.995368,0.00193621,0.000467919,basset,3994.0,23258.0
57,877316821321428993,2017-06-21 00:06:44+00:00,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc","https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13,10,Dante,None,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,0.5099670000000001,0.0904973,0.0794058,Saluki,5414.0,27907.0
58,877201837425926144,2017-06-20 16:29:50+00:00,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12,10,Nelly,None,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,0.93112,0.0686982,8.17379e-05,Pembroke,5880.0,27755.0
59,876838120628539392,2017-06-19 16:24:33+00:00,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",12,10,Ginger,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,0.575751,0.24097,0.08893480000000001,bloodhound,3506.0,21125.0
60,876484053909872640,2017-06-18 16:57:37+00:00,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13,10,Benedict,None,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,0.874566,0.0373542,0.016723599999999998,golden_retriever,2511.0,19163.0
